Carat,Cut,Crown Height (mm),Girdle Diameter (mm),Pavillion Depth (mm),Table %,Total Depth %,Clarity,Color,Price
1.0,Fair,6.16,6.09,4.07,59.0,66.4,I1,G,2808
0.75,Very Good,5.78,5.74,3.65,56.0,63.4,VS2,G,2808
0.58,Ideal,5.41,5.43,3.3,56.0,60.9,VVS2,E,2808
0.73,Very Good,5.74,5.7,3.61,57.0,63.1,SI1,D,2808
0.81,Very Good,5.85,5.79,3.67,59.0,63.1,SI1,F,2809
0.81,Excellent,6.15,6.05,3.61,57.0,59.2,SI2,D,2809
0.71,Excellent,5.84,5.8,3.53,54.0,60.7,SI1,F,2809
1.2,Fair,6.73,6.66,4.33,56.0,64.6,I1,F,2809
0.7,Very Good,5.63,5.7,3.5,56.0,61.8,VS1,F,2810
0.7,Very Good,5.77,5.84,3.48,60.0,59.9,VS1,F,2810
0.74,Ideal,5.81,5.85,3.6,55.0,61.7,SI2,D,2810
0.7,Good,5.57,5.61,3.51,61.0,62.8,VS1,F,2810
0.8,Good,5.84,5.93,3.69,57.0,62.7,SI1,G,2810
0.75,Very Good,5.72,5.76,3.64,58.0,63.4,SI1,F,2811
0.83,Very Good,5.98,5.95,3.79,54.0,63.5,SI1,D,2811
1.0,Fair,6.14,6.07,4.01,59.0,65.7,VS2,J,2811
0.99,Fair,6.21,6.06,4.18,56.0,68.1,SI2,I,2811
0.7,Very Good,5.57,5.64,3.53,60.0,63.0,VS1,G,2812
0.7,Very Good,5.75,5.85,3.45,58.0,59.5,VS2,F,2812
0.7,Good,5.49,5.53,3.5,59.0,63.5,SI1,E,2812
0.7,Very Good,5.63,5.69,3.49,58.0,61.7,VS2,F,2812
0.32,Excellent,4.37,4.34,2.73,58.0,62.7,SI1,I,554
0.32,Excellent,4.39,4.34,2.74,58.0,62.8,SI1,I,554
0.32,Ideal,4.37,4.35,2.72,57.0,62.4,SI1,I,554
0.32,Excellent,4.39,4.36,2.67,59.0,61.0,SI1,I,554
0.32,Very Good,4.39,4.36,2.76,56.0,63.1,SI1,I,554
0.32,Ideal,4.47,4.42,2.7,57.0,60.7,SI1,I,554
0.3,Excellent,4.31,4.29,2.62,59.0,60.9,SI1,H,554
0.3,Excellent,4.41,4.38,2.64,55.0,60.1,SI1,H,554
0.3,Excellent,4.28,4.24,2.68,58.0,62.9,SI1,H,554
0.3,Very Good,4.29,4.27,2.71,56.0,63.3,SI1,H,554
0.3,Good,4.26,4.2,2.7,55.0,63.8,SI1,H,554
0.3,Ideal,4.27,4.22,2.67,57.0,62.9,SI1,H,554
0.3,Very Good,4.25,4.23,2.69,60.0,63.4,SI1,H,554
0.32,Good,4.36,4.34,2.78,55.0,63.9,SI1,I,554
0.33,Ideal,4.85,4.79,2.95,56.0,61.4,SI2,H,554
0.29,Very Good,4.28,4.33,2.66,55.0,61.9,VS1,E,555
0.29,Very Good,4.2,4.25,2.63,55.0,62.4,VS1,E,555
0.31,Very Good,4.32,4.35,2.68,58.0,61.8,SI1,F,555
0.34,Ideal,4.47,4.5,2.76,56.0,61.5,VS2,H,555
0.34,Ideal,4.54,4.57,2.75,57.0,60.4,VS2,H,555
0.34,Ideal,4.48,4.52,2.78,55.0,61.8,VS1,I,555
0.34,Ideal,4.5,4.53,2.8,56.0,62.0,VS1,I,555
0.3,Ideal,4.29,4.31,2.68,56.0,62.3,VS1,G,555
0.29,Ideal,4.26,4.31,2.64,56.0,61.6,VS1,F,555
0.35,Ideal,4.56,4.58,2.77,56.0,60.6,SI1,G,555
0.43,Very Good,4.94,5.0,2.9,62.0,58.4,I1,E,555
0.32,Very Good,4.37,4.42,2.7,58.0,61.4,VS2,F,556
0.36,Ideal,4.54,4.57,2.82,56.0,61.9,VS2,I,556
0.3,Ideal,4.28,4.3,2.66,56.0,62.0,VS2,G,556
0.26,Ideal,4.09,4.12,2.52,57.0,61.5,VS1,E,556
0.7,Very Good,5.64,5.72,3.54,58.0,62.3,VS2,F,2812
0.7,Very Good,5.66,5.71,3.46,61.0,60.9,VS2,F,2812
0.71,Ideal,5.69,5.72,3.56,57.0,62.4,SI1,D,2812
0.99,Fair,6.72,6.67,3.68,61.0,55.0,SI1,J,2812
0.73,Excellent,5.92,5.89,3.46,60.0,58.6,VS2,E,2812
0.51,Ideal,5.15,5.11,3.18,57.0,62.0,VVS1,F,2812
0.91,Excellent,6.3,6.29,3.77,58.0,59.8,SI2,G,2813
0.84,Very Good,6.0,5.95,3.79,55.0,63.4,SI1,E,2813
0.91,Good,6.09,6.05,3.9,58.0,64.3,VS2,I,2813
0.76,Excellent,5.86,5.81,3.63,59.0,62.2,SI1,E,2814
0.76,Ideal,5.88,5.85,3.62,57.0,61.7,SI1,E,2814
0.75,Excellent,5.86,5.83,3.57,59.0,61.1,SI1,E,2814
0.55,Very Good,5.23,5.27,3.23,56.0,61.5,VVS1,D,2815
0.76,Very Good,5.93,6.01,3.49,62.0,58.5,SI2,F,2815
0.74,Excellent,5.79,5.81,3.58,58.0,61.7,VS1,G,2815
0.7,Ideal,5.75,5.81,3.49,56.0,60.4,SI1,H,2815
0.7,Ideal,5.7,5.76,3.52,56.0,61.4,SI1,H,2815
0.7,Ideal,5.73,5.79,3.54,55.0,61.5,SI1,H,2815
0.7,Ideal,5.72,5.77,3.53,56.0,61.4,SI1,H,2815
0.9,Fair,6.08,6.04,3.94,56.0,65.0,VS2,J,2815
0.95,Fair,6.62,6.53,3.68,60.0,56.0,SI2,F,2815
0.89,Excellent,6.26,6.23,3.76,59.0,60.2,SI2,H,2815
0.72,Excellent,5.99,5.92,3.47,58.0,58.3,VS2,E,2815
0.96,Fair,6.73,6.65,3.55,63.0,53.1,SI2,E,2815
1.02,Excellent,6.55,6.5,3.94,58.0,60.3,I1,G,2815
0.78,Very Good,5.91,5.95,3.64,56.0,61.4,VVS2,I,2816
0.61,Ideal,5.52,5.54,3.32,57.0,60.1,VVS2,G,2816
0.71,Good,5.61,5.69,3.58,55.0,63.4,VS1,D,2816
0.78,Excellent,5.96,5.88,3.64,59.0,61.5,SI1,F,2816
0.87,Ideal,6.16,6.13,3.85,56.0,62.7,SI2,H,2816
0.83,Ideal,6.04,6.0,3.76,55.0,62.5,SI1,H,2816
0.71,Excellent,5.78,5.73,3.53,56.0,61.3,SI1,E,2817
0.71,Ideal,5.84,5.89,3.53,56.0,60.2,VVS2,I,2817
0.71,Ideal,5.66,5.64,3.54,57.0,62.7,VS2,E,2817
0.71,Excellent,5.69,5.65,3.53,58.0,62.3,VS2,E,2817
0.63,Ideal,5.48,5.52,3.38,56.0,61.5,VVS2,F,2817
0.71,Excellent,5.86,5.83,3.46,59.0,59.2,SI1,E,2817
0.71,Excellent,5.75,5.7,3.54,59.0,61.8,SI1,E,2817
0.71,Ideal,5.77,5.72,3.52,55.0,61.3,SI1,E,2817
0.71,Excellent,5.77,5.73,3.53,58.0,61.4,SI1,E,2817
0.9,Ideal,6.2,6.16,3.88,55.0,62.8,VS2,J,2817
0.71,Good,5.6,5.54,3.5,64.0,62.8,SI1,E,2817
0.7,Excellent,5.66,5.63,3.52,61.0,62.4,VS2,E,2818
0.7,Excellent,5.78,5.73,3.41,60.0,59.3,VS2,E,2818
0.7,Excellent,5.64,5.6,3.54,60.0,63.0,VS2,E,2818
1.0,Excellent,6.43,6.39,3.93,60.0,61.3,I1,H,2818
0.86,Excellent,6.36,6.22,3.73,62.0,59.3,SI2,F,2818
0.8,Ideal,6.07,6.0,3.68,57.0,61.0,SI1,H,2818
0.7,Ideal,5.66,5.61,3.54,57.0,62.9,VS1,E,2818
0.7,Excellent,5.91,5.83,3.5,57.0,59.6,VS1,E,2818
0.7,Excellent,5.69,5.64,3.5,60.0,61.8,VS2,F,2818
0.7,Excellent,5.68,5.64,3.55,57.0,62.7,VS1,E,2818
1.0,Fair,6.34,6.12,4.08,62.0,65.3,SI2,H,2818
0.72,Very Good,5.64,5.68,3.61,58.0,63.8,VS1,G,2819
0.72,Ideal,5.73,5.77,3.58,56.0,62.3,VS1,H,2819
0.7,Good,5.76,5.79,3.45,63.0,59.7,VS1,F,2819
0.86,Good,5.97,5.95,3.83,60.0,64.3,SI2,F,2819
0.71,Ideal,5.66,5.69,3.57,58.0,62.9,VS1,G,2820
0.75,Ideal,5.8,5.78,3.59,57.0,62.0,SI1,E,2821
0.73,Excellent,5.77,5.73,3.54,59.0,61.6,VS2,E,2821
0.53,Ideal,5.2,5.21,3.22,55.0,61.9,VVS1,E,2821
0.73,Excellent,5.83,5.76,3.55,58.0,61.3,SI1,E,2821
0.73,Good,5.72,5.7,3.63,57.0,63.6,SI1,E,2821
0.73,Excellent,5.92,5.85,3.51,61.0,59.6,SI1,E,2821
0.73,Excellent,5.77,5.68,3.56,59.0,62.2,SI1,E,2821
0.73,Excellent,5.84,5.82,3.6,55.0,61.7,SI1,D,2821
0.73,Very Good,5.76,5.7,3.62,58.0,63.2,SI1,E,2821
0.7,Excellent,5.74,5.71,3.48,60.0,60.8,VS1,E,2822
0.72,Excellent,5.84,5.8,3.51,59.0,60.3,VS2,E,2822
0.72,Excellent,5.8,5.76,3.52,60.0,60.9,VS2,E,2822
0.72,Excellent,5.77,5.7,3.58,59.0,62.4,VS2,E,2822
0.7,Excellent,5.73,5.7,3.44,60.0,60.2,VS2,E,2822
0.6,Ideal,5.37,5.4,3.34,55.0,62.0,VVS2,F,2822
0.74,Ideal,5.85,5.89,3.57,57.0,60.8,VVS1,I,2822
0.73,Ideal,5.75,5.78,3.58,55.0,62.1,SI1,F,2822
0.71,Excellent,5.71,5.67,3.57,60.0,62.7,SI1,D,2822
0.71,Excellent,5.75,5.73,3.52,58.0,61.3,SI1,D,2822
0.7,Excellent,5.82,5.75,3.48,60.0,60.2,SI1,D,2822
0.7,Ideal,5.75,5.72,3.48,56.0,60.7,SI1,D,2822
0.9,Good,6.04,6.03,3.86,61.0,64.0,VS2,J,2822
0.71,Ideal,5.86,5.83,3.52,56.0,60.2,SI1,D,2822
0.7,Excellent,5.73,5.68,3.51,59.0,61.5,VS2,E,2822
0.7,Excellent,5.71,5.66,3.56,56.0,62.6,VS2,E,2822
0.7,Ideal,5.82,5.77,3.46,58.0,59.7,SI1,D,2822
0.7,Good,5.71,5.66,3.49,64.0,61.4,SI1,E,2822
0.7,Ideal,5.62,5.59,3.51,57.0,62.5,SI1,D,2822
0.7,Ideal,5.73,5.63,3.51,56.0,61.8,SI1,D,2822
0.7,Excellent,5.72,5.68,3.46,62.0,60.7,VS2,E,2822
0.7,Excellent,5.8,5.72,3.49,58.0,60.6,VS2,F,2822
0.7,Ideal,5.75,5.71,3.52,54.0,61.4,SI1,D,2822
0.79,Very Good,5.86,5.9,3.69,59.0,62.8,SI2,D,2823
0.9,Good,6.06,6.13,3.89,57.0,63.8,SI1,I,2823
0.71,Excellent,5.71,5.66,3.54,58.0,62.3,VS2,E,2823
0.61,Ideal,5.51,5.59,3.4,54.0,61.3,VVS2,E,2823
0.9,Fair,6.05,5.98,3.96,54.0,65.8,SI2,H,2823
0.71,Ideal,5.77,5.73,3.47,56.0,60.5,SI1,E,2823
0.71,Excellent,5.74,5.69,3.5,59.0,61.2,VS2,D,2824
0.77,Ideal,5.84,5.86,3.63,57.0,62.1,VVS2,I,2824
0.74,Good,5.73,5.75,3.62,58.0,63.1,VS1,E,2824
0.82,Ideal,6.02,5.97,3.74,54.0,62.4,SI2,F,2824
0.82,Excellent,6.05,6.03,3.67,60.0,60.8,SI2,E,2824
0.71,Excellent,5.73,5.66,3.54,59.0,62.2,VS1,G,2825
0.83,Excellent,6.08,6.05,3.64,59.0,60.0,SI1,H,2825
0.73,Very Good,5.75,5.8,3.58,57.0,62.0,VS1,G,2825
0.83,Excellent,6.02,5.95,3.74,59.0,62.5,SI1,H,2825
1.17,Excellent,6.9,6.83,4.13,61.0,60.2,I1,J,2825
0.91,Fair,6.24,6.19,3.81,67.0,61.3,SI2,H,2825
0.73,Excellent,5.75,5.68,3.58,60.0,62.6,VS1,E,2826
0.7,Good,5.94,5.88,3.38,59.0,57.2,VS1,E,2826
0.9,Excellent,6.11,6.07,3.79,59.0,62.2,SI2,I,2826
0.7,Excellent,5.66,5.6,3.5,58.0,62.2,VS1,E,2826
0.7,Very Good,5.6,5.58,3.54,56.0,63.3,VS2,D,2826
0.7,Excellent,5.78,5.74,3.42,61.0,59.4,VS1,E,2826
0.9,Very Good,6.17,6.07,3.88,56.0,63.5,SI2,I,2826
0.78,Excellent,5.97,5.94,3.62,60.0,60.8,SI1,F,2826
0.96,Ideal,6.41,6.37,3.88,55.0,60.7,I1,F,2826
0.7,Very Good,5.67,5.7,3.54,59.0,62.3,SI1,D,2827
0.72,Good,5.68,5.7,3.64,54.0,64.0,VS2,D,2827
0.79,Excellent,5.96,5.9,3.71,58.0,62.6,VVS2,H,2827
0.7,Ideal,5.69,5.74,3.52,57.0,61.6,VVS1,H,2827
0.7,Ideal,5.66,5.7,3.54,55.0,62.3,VVS1,H,2827
0.7,Ideal,5.74,5.77,3.49,57.0,60.6,SI2,D,2828
1.01,Excellent,6.39,6.31,3.91,61.0,61.6,SI2,H,2828
0.72,Excellent,5.75,5.7,3.56,58.0,62.2,VS1,F,2829
0.8,Good,5.91,5.87,3.75,54.0,63.7,SI2,E,2829
0.59,Ideal,5.36,5.38,3.33,56.0,62.0,VVS1,E,2829
0.72,Ideal,5.77,5.74,3.55,57.0,61.7,VS1,F,2829
0.75,Excellent,5.88,5.82,3.62,57.0,61.9,SI2,E,2829
0.8,Excellent,6.05,6.01,3.63,57.0,60.2,SI2,E,2829
0.71,Very Good,5.65,5.7,3.56,59.0,62.7,VS2,E,2830
0.77,Very Good,5.84,5.89,3.62,56.0,61.7,SI1,H,2830
0.97,Ideal,6.41,6.43,3.9,56.0,60.7,I1,F,2830
0.53,Ideal,5.23,5.29,3.19,57.0,60.9,VVS1,F,2830
0.53,Ideal,5.16,5.19,3.2,57.0,61.8,VVS1,F,2830
0.8,Ideal,5.94,5.99,3.7,54.4,62.1,VS2,I,2830
0.9,Excellent,6.21,6.13,3.74,62.0,60.6,SI1,G,2830
0.76,Very Good,5.89,5.98,3.61,60.0,60.8,SI2,E,2831
0.72,Ideal,5.7,5.76,3.57,57.0,62.3,SI1,E,2831
0.75,Ideal,5.82,5.87,3.59,57.0,61.4,SI1,E,2831
0.72,Excellent,5.73,5.76,3.57,58.0,62.1,SI1,E,2831
0.79,Ideal,5.93,5.91,3.66,56.0,61.8,SI1,G,2831
0.72,Very Good,5.71,5.75,3.58,58.0,62.5,VS2,F,2832
0.91,Very Good,6.15,6.18,3.87,61.0,62.8,SI2,I,2832
0.71,Excellent,5.75,5.65,3.54,57.0,62.1,VVS2,G,2832
0.81,Excellent,5.87,5.81,3.68,60.0,63.0,SI1,G,2832
0.82,Ideal,5.91,5.97,3.71,57.0,62.5,SI1,H,2832
0.71,Excellent,5.72,5.66,3.54,58.0,62.2,VS1,F,2832
0.9,Good,6.05,6.01,3.88,63.0,64.3,SI1,J,2832
0.8,Very Good,5.86,5.95,3.66,58.0,62.0,VS2,I,2833
0.56,Very Good,5.28,5.34,3.24,59.0,61.0,IF,E,2833
0.7,Very Good,5.77,5.8,3.45,61.0,59.6,VS2,D,2833
0.7,Ideal,5.74,5.76,3.51,57.0,61.0,VS2,D,2833
0.61,Ideal,5.45,5.48,3.37,55.0,61.7,VVS2,F,2833
0.85,Ideal,6.02,6.07,3.78,57.0,62.5,SI2,H,2833
0.7,Ideal,5.73,5.75,3.49,57.0,60.7,SI1,F,2833
0.8,Ideal,5.94,5.87,3.67,56.0,62.2,VS2,G,2834
0.8,Ideal,5.91,5.87,3.7,57.0,62.8,VS2,H,2834
0.51,Very Good,5.16,5.19,3.1,58.0,59.9,VVS1,D,2834
0.53,Ideal,5.2,5.23,3.2,57.0,61.4,VVS1,F,2834
0.78,Ideal,5.92,5.95,3.67,55.0,61.8,VS2,I,2834
0.9,Very Good,6.17,6.14,3.9,54.0,63.4,SI1,J,2834
0.9,Fair,6.07,6.0,3.94,59.0,65.3,SI2,G,2834
0.77,Ideal,6.01,5.95,3.63,55.0,60.7,SI2,E,2834
0.73,Ideal,5.89,5.81,3.58,56.0,61.2,VS1,F,2835
0.63,Ideal,5.47,5.51,3.4,57.0,61.9,VVS2,F,2835
0.7,Ideal,5.7,5.75,3.52,54.0,61.5,VS2,E,2835
0.72,Ideal,5.71,5.73,3.59,57.0,62.8,VS2,E,2835
0.72,Ideal,5.78,5.8,3.53,57.0,61.0,SI1,E,2835
0.75,Excellent,6.04,5.94,3.57,59.0,59.6,VS2,F,2835
0.82,Very Good,6.04,6.06,3.67,56.0,60.7,SI1,H,2836
0.71,Good,5.6,5.65,3.53,60.0,62.8,VS2,E,2836
0.7,Excellent,5.69,5.66,3.55,59.0,62.6,VS1,E,2837
0.7,Ideal,5.74,5.69,3.53,56.0,61.8,VS1,E,2837
0.71,Ideal,5.86,5.82,3.49,53.0,59.8,SI1,F,2838
0.76,Very Good,5.92,5.94,3.61,55.0,60.9,SI1,H,2838
0.82,Fair,5.83,5.79,3.77,58.0,64.9,SI1,F,2838
0.72,Excellent,5.91,5.89,3.47,60.0,58.8,VS1,F,2838
0.7,Excellent,5.72,5.64,3.54,58.0,62.3,VS2,F,2838
0.7,Excellent,5.69,5.63,3.49,58.0,61.7,VS2,F,2838
0.7,Excellent,5.73,5.64,3.56,55.0,62.6,VS1,G,2838
0.7,Excellent,5.83,5.79,3.45,61.0,59.4,VS2,F,2838
0.7,Very Good,5.53,5.49,3.5,59.0,63.5,SI1,E,2838
0.7,Excellent,5.71,5.66,3.46,61.0,60.9,VS2,F,2838
0.7,Excellent,5.85,5.75,3.45,58.0,59.5,VS2,F,2838
0.7,Excellent,5.64,5.57,3.53,60.0,63.0,VS1,G,2838
0.74,Very Good,5.85,5.89,3.52,57.0,60.0,SI1,E,2839
0.71,Ideal,5.74,5.71,3.52,57.0,61.5,VS1,F,2839
0.7,Ideal,5.75,5.72,3.53,54.0,61.6,VS1,F,2839
0.71,Ideal,5.82,5.68,3.57,55.0,62.1,VS1,F,2839
0.71,Excellent,5.84,5.81,3.44,61.0,59.1,VS1,F,2839
0.71,Excellent,5.82,5.8,3.43,60.0,59.0,VS1,F,2839
0.71,Excellent,5.75,5.72,3.47,58.0,60.5,VS1,F,2839
0.7,Ideal,5.73,5.71,3.57,53.0,62.4,VS1,F,2839
0.73,Ideal,5.8,5.82,3.59,54.0,61.8,VS2,G,2839
0.7,Ideal,5.69,5.72,3.54,54.0,62.1,VS2,E,2839
0.7,Ideal,5.71,5.74,3.51,57.0,61.3,VS1,G,2839
0.71,Excellent,5.82,5.78,3.5,58.0,60.3,VVS2,G,2839
0.71,Excellent,5.87,5.82,3.46,58.0,59.2,VS1,F,2839
0.79,Excellent,6.09,6.01,3.59,62.0,59.3,VS2,G,2839
0.71,Excellent,5.7,5.62,3.55,59.0,62.7,VS1,F,2839
0.77,Very Good,5.9,5.87,3.59,60.0,61.0,VS1,H,2840
0.75,Very Good,5.85,5.92,3.52,56.0,59.8,SI2,F,2840
0.7,Ideal,5.75,5.8,3.52,56.0,61.0,SI1,F,2840
0.71,Excellent,5.88,5.82,3.47,56.0,59.3,VS2,F,2840
0.92,Ideal,6.27,6.2,3.86,56.0,61.9,SI2,D,2840
0.83,Excellent,6.08,6.04,3.72,59.0,61.4,SI2,F,2840
0.7,Excellent,5.87,5.78,3.45,60.0,59.2,VVS1,H,2840
0.73,Excellent,5.9,5.87,3.55,59.0,60.3,VS2,F,2841
0.71,Very Good,5.69,5.61,3.58,55.0,63.4,VS1,D,2841
0.73,Very Good,5.66,5.71,3.63,57.0,63.9,SI1,D,2841
0.82,Ideal,6.0,6.12,3.74,53.0,61.7,SI2,F,2841
0.82,Ideal,5.96,6.02,3.73,56.0,62.3,SI2,F,2841
0.82,Very Good,6.12,6.14,3.66,57.0,59.7,SI2,F,2841
0.52,Ideal,5.19,5.21,3.18,56.0,61.2,VVS1,F,2841
1.0,Excellent,6.6,6.55,3.87,60.0,58.9,I1,F,2841
0.95,Fair,6.16,6.03,4.06,56.0,66.7,SI1,G,2841
0.73,Ideal,5.76,5.8,3.55,57.0,61.4,SI1,D,2841
0.73,Excellent,5.87,5.77,3.5,59.0,59.9,VS2,F,2841
0.73,Excellent,5.82,5.77,3.56,58.0,61.4,VS1,G,2841
0.8,Ideal,5.92,5.96,3.72,54.0,62.6,VS1,I,2842
0.7,Excellent,5.8,5.72,3.38,61.0,58.7,VS2,F,2842
0.7,Very Good,5.71,5.75,3.45,62.0,60.2,VS2,E,2843
0.7,Very Good,5.65,5.67,3.55,58.0,62.7,VS2,E,2843
0.71,Very Good,5.76,5.82,3.44,58.0,59.4,VS2,E,2843
0.81,Very Good,5.91,5.92,3.74,58.0,63.2,SI2,F,2843
0.71,Very Good,5.73,5.79,3.54,58.0,61.5,SI1,D,2843
0.73,Ideal,5.81,5.84,3.57,57.0,61.3,VVS2,G,2843
0.73,Very Good,5.73,5.79,3.56,59.0,61.8,VS1,F,2843
0.72,Ideal,5.71,5.74,3.55,57.0,62.0,VS2,E,2843
0.81,Ideal,5.91,5.95,3.68,57.0,62.1,SI2,F,2843
0.71,Ideal,5.81,5.78,3.52,57.0,60.7,VVS2,G,2843
0.73,Very Good,5.92,5.96,3.43,61.0,57.7,SI1,E,2844
0.7,Very Good,5.65,5.68,3.51,59.0,62.0,VS1,E,2844
1.01,Ideal,6.45,6.46,3.97,57.0,61.5,I1,I,2844
1.01,Good,6.35,6.39,4.02,57.0,63.1,I1,I,2844
0.79,Ideal,5.91,5.93,3.7,57.0,62.5,VS2,H,2844
0.7,Very Good,5.65,5.68,3.5,59.0,61.8,VS2,E,2845
0.7,Very Good,5.83,5.85,3.44,60.0,58.9,VS2,E,2845
0.8,Good,5.92,5.82,3.72,60.0,63.4,VS2,H,2845
1.27,Excellent,7.12,7.05,4.2,61.0,59.3,SI2,H,2845
0.79,Ideal,5.96,5.91,3.65,56.0,61.5,SI1,D,2846
0.72,Very Good,5.79,5.84,3.5,59.0,60.2,VS1,F,2846
0.73,Ideal,5.79,5.84,3.58,56.0,61.6,VVS2,H,2846
1.01,Fair,6.3,6.26,4.11,59.0,65.4,SI2,H,2846
1.01,Good,6.25,6.18,3.99,61.0,64.2,I1,H,2846
0.73,Ideal,5.92,5.95,3.51,59.0,59.1,SI1,E,2846
0.7,Ideal,5.71,5.76,3.53,57.0,61.6,SI1,E,2846
0.7,Good,5.76,5.84,3.43,61.0,59.1,VS2,F,2846
0.77,Excellent,5.84,5.79,3.66,59.0,62.9,SI1,E,2846
0.77,Excellent,5.91,5.81,3.59,60.0,61.3,VS2,G,2846
0.77,Excellent,5.94,5.89,3.63,58.0,61.4,VS1,G,2846
0.84,Very Good,6.1,6.12,3.74,57.0,61.2,SI1,H,2847
0.72,Ideal,5.83,5.85,3.52,57.0,60.3,SI1,E,2847
0.76,Excellent,5.93,5.88,3.61,59.0,61.1,SI1,D,2847
0.7,Very Good,5.61,5.68,3.55,59.0,62.9,VVS2,G,2848
0.54,Ideal,5.25,5.29,3.24,55.0,61.5,VVS2,D,2848
0.75,Fair,5.74,5.72,3.7,57.0,64.6,SI2,D,2848
0.79,Good,5.86,5.84,3.75,54.0,64.1,SI1,E,2849
0.74,Very Good,5.75,5.73,3.62,58.0,63.1,VS1,E,2849
0.7,Very Good,5.74,5.77,3.51,60.0,61.0,VS2,E,2850
0.7,Ideal,5.69,5.79,3.49,59.0,60.8,VS2,F,2850
0.75,Ideal,5.83,5.87,3.6,56.0,61.5,SI1,J,2850
1.2,Very Good,6.75,6.67,4.23,60.0,63.1,I1,H,2850
0.8,Very Good,5.89,5.82,3.71,57.0,63.4,SI1,F,2851
0.66,Ideal,5.54,5.57,3.45,56.0,62.1,VS1,D,2851
0.87,Very Good,6.22,6.07,3.75,63.0,61.0,SI2,F,2851
0.86,Excellent,6.04,5.98,3.77,59.0,62.7,SI1,H,2851
0.74,Ideal,5.85,5.81,3.56,57.0,61.0,SI1,F,2851
0.58,Very Good,5.37,5.43,3.27,59.0,60.6,IF,E,2852
0.78,Ideal,5.88,5.92,3.63,57.0,61.5,VS1,I,2852
0.74,Ideal,5.85,5.86,3.59,55.0,61.3,SI1,G,2852
0.73,Ideal,5.7,5.79,3.6,55.0,62.7,SI1,E,2852
0.91,Very Good,6.12,6.07,3.87,57.0,63.5,SI1,I,2852
0.71,Excellent,5.67,5.7,3.56,58.0,62.6,VS2,F,2853
0.71,Good,5.64,5.66,3.59,55.0,63.5,VS1,G,2853
0.79,Ideal,5.9,5.85,3.69,57.0,62.8,SI2,D,2853
0.79,Excellent,6.07,6.03,3.63,60.0,60.0,SI2,D,2853
0.71,Excellent,5.73,5.66,3.57,58.0,62.7,SI1,E,2853
0.82,Excellent,5.99,5.97,3.7,58.0,61.9,VS1,I,2853
0.78,Very Good,5.87,5.95,3.66,57.1,61.9,VS1,H,2854
0.7,Very Good,5.64,5.7,3.54,56.0,62.4,VS1,E,2854
1.12,Excellent,6.78,6.75,4.0,61.0,59.1,I1,H,2854
0.73,Excellent,5.86,5.76,3.6,57.0,62.0,VS2,E,2854
0.91,Fair,6.06,6.03,3.89,62.0,64.4,VS2,J,2854
0.91,Fair,6.04,6.0,3.94,60.0,65.4,VS2,J,2854
0.91,Good,6.12,6.09,3.92,58.0,64.2,VS2,J,2854
0.91,Fair,6.04,6.01,3.96,58.0,65.8,SI1,H,2854
0.7,Excellent,5.91,5.83,3.43,59.0,58.4,VS1,E,2854
0.68,Excellent,5.67,5.64,3.49,57.0,61.7,VVS2,F,2854
0.73,Very Good,5.7,5.75,3.58,57.0,62.5,VS2,F,2855
1.03,Good,6.38,6.29,4.03,57.0,63.6,SI1,J,2855
0.74,Excellent,5.8,5.74,3.6,57.0,62.4,VS2,D,2855
0.98,Fair,6.82,6.74,3.61,67.0,53.3,SI2,E,2855
1.02,Fair,6.84,6.77,3.66,63.0,53.0,SI1,I,2856
1.0,Fair,5.96,5.9,4.02,61.0,67.8,SI2,G,2856
1.02,Ideal,6.49,6.43,3.98,55.0,61.6,SI2,H,2856
0.6,Ideal,5.44,5.49,3.32,57.0,60.8,VVS2,F,2856
0.8,Ideal,5.97,6.01,3.69,56.0,61.6,SI2,G,2856
0.97,Ideal,6.43,6.41,3.9,56.0,60.7,I1,F,2856
1.0,Fair,6.19,6.03,4.15,62.0,67.9,SI1,I,2856
0.26,Ideal,4.05,4.08,2.53,57.0,62.3,VS1,E,556
0.26,Ideal,4.09,4.12,2.55,56.0,62.1,VS1,E,556
0.36,Ideal,4.57,4.59,2.83,55.0,61.9,SI1,H,556
0.34,Good,4.6,4.66,2.66,61.0,57.5,VS2,G,556
0.34,Good,4.44,4.47,2.82,57.0,63.3,SI1,E,556
0.34,Good,4.44,4.47,2.83,55.0,63.5,SI1,E,556
0.34,Good,4.44,4.46,2.82,55.0,63.4,SI1,E,556
0.34,Very Good,4.54,4.56,2.71,62.0,59.6,VS2,G,556
0.34,Ideal,4.47,4.5,2.79,54.0,62.2,SI1,E,556
0.32,Good,4.34,4.37,2.79,54.0,64.1,VS2,E,556
0.31,Ideal,4.36,4.41,2.7,55.0,61.6,VVS1,I,557
0.31,Ideal,4.36,4.38,2.68,56.0,61.3,VVS1,I,557
0.31,Ideal,4.37,4.4,2.73,54.0,62.3,VVS1,I,557
0.31,Ideal,4.37,4.4,2.72,54.0,62.0,VVS1,I,557
0.31,Ideal,4.33,4.35,2.72,53.0,62.7,VVS1,I,557
0.31,Ideal,4.36,4.38,2.72,53.0,62.2,VVS1,I,557
0.31,Ideal,4.32,4.35,2.7,53.6,62.2,VS2,G,557
0.31,Ideal,4.35,4.37,2.69,54.8,61.6,VS1,H,557
